TIME,BJD_TDB,PDCSAP_FLUX,PDCSAP_FLUX_ERR,SAP_FLUX,SAP_FLUX_ERR,QUALITY,CADENCENO,rel_flux,OBJECT,TICID,SECTOR,CAMERA,CCD,MISSION
1325.2980000695193,2458325.2980000693,0.0,0.0,26839.986328125,18.565462112426758,8,70444,0.0,TIC 234994474,234994474,1,2,2,TESS
1325.2993889804898,2458325.2993889805,30563.431640625,21.31528091430664,26947.51171875,18.595354080200195,0,70445,1.0004012862640805,TIC 234994474,234994474,1,2,2,TESS
1325.300777891227,2458325.300777891,30499.7734375,21.297191619873047,26906.052734375,18.579570770263672,0,70446,0.998317627955147,TIC 234994474,234994474,1,2,2,TESS
1325.302166802196,2458325.3021668023,30538.49609375,21.31023597717285,26938.8125,18.590951919555664,0,70447,0.9995850967255245,TIC 234994474,234994474,1,2,2,TESS
1325.3035557131666,2458325.303555713,30546.384765625,21.315706253051758,26945.341796875,18.59572410583496,0,70448,0.9998433084860185,TIC 234994474,234994474,1,2,2,TESS
1325.3049446241366,2458325.304944624,30540.654296875,21.312410354614258,26941.908203125,18.59284782409668,0,70449,0.99965573896255,TIC 234994474,234994474,1,2,2,TESS
1325.3063335351058,2458325.306333535,30521.41015625,21.31096076965332,26923.23828125,18.591585159301758,0,70450,0.9990258403549372,TIC 234994474,234994474,1,2,2,TESS
1325.3077224460762,2458325.307722446,30561.87109375,21.317041397094727,26957.5859375,18.596887588500977,0,70451,1.0003502064926928,TIC 234994474,234994474,1,2,2,TESS
1325.3091113570463,2458325.309111357,30514.76171875,21.303346633911133,26916.427734375,18.584941864013672,0,70452,0.9988082239071231,TIC 234994474,234994474,1,2,2,TESS
1325.310500267783,2458325.310500268,30539.455078125,21.31959342956543,26939.068359375,18.5991153717041,0,70453,0.9996164861720218,TIC 234994474,234994474,1,2,2,TESS
1325.3118891787535,2458325.3118891786,30573.01953125,21.319868087768555,26967.87109375,18.599353790283203,0,70454,1.0007151167994273,TIC 234994474,234994474,1,2,2,TESS
1325.3132780897229,2458325.3132780897,30491.74609375,21.302993774414062,26895.609375,18.584632873535156,0,70455,0.9980548771911879,TIC 234994474,234994474,1,2,2,TESS
1325.3146670006927,2458325.314667001,30516.19140625,21.311559677124023,26914.71484375,18.59210777282715,0,70456,0.9988550203935508,TIC 234994474,234994474,1,2,2,TESS
1325.3160559116632,2458325.3160559116,30559.091796875,21.319852828979492,26953.72265625,18.599340438842773,0,70457,1.0002592346345143,TIC 234994474,234994474,1,2,2,TESS
1325.3174448224004,2458325.3174448223,30502.546875,21.310596466064453,26905.263671875,18.591266632080078,0,70458,0.9984084080244466,TIC 234994474,234994474,1,2,2,TESS
1325.31883373337,2458325.3188337334,30535.255859375,21.321956634521484,26933.048828125,18.601177215576172,0,70459,0.9994790374755469,TIC 234994474,234994474,1,2,2,TESS
1325.32022264434,2458325.320222644,30515.498046875,21.312362670898438,26915.8671875,18.59280776977539,0,70460,0.9988323253762259,TIC 234994474,234994474,1,2,2,TESS
1325.3216115553105,2458325.3216115553,30561.939453125,21.326887130737305,26953.17578125,18.605478286743164,0,70461,1.000352444029612,TIC 234994474,234994474,1,2,2,TESS
1325.3230004662805,2458325.3230004665,30566.896484375,21.329151153564453,26959.84375,18.607454299926758,0,70462,1.0005146974210788,TIC 234994474,234994474,1,2,2,TESS
1325.3243893770168,2458325.324389377,30517.81640625,21.318485260009766,26915.388671875,18.598148345947266,0,70463,0.9989082098426053,TIC 234994474,234994474,1,2,2,TESS
1325.3257782879873,2458325.325778288,30543.611328125,21.327930450439453,26936.30078125,18.606388092041016,0,70464,0.9997525284167189,TIC 234994474,234994474,1,2,2,TESS
1325.3271671989573,2458325.327167199,30540.091796875,21.322359085083008,26935.271484375,18.60152816772461,0,70465,0.9996373272301851,TIC 234994474,234994474,1,2,2,TESS
