TIME,BJD_TDB,PDCSAP_FLUX,PDCSAP_FLUX_ERR,SAP_FLUX,SAP_FLUX_ERR,QUALITY,CADENCENO,rel_flux,OBJECT,TICID,SECTOR,CAMERA,CCD,MISSION
1325.29690411508,2458325.296904115,,,22374.96484375,16.808137893676758,8,70444,,TIC 51912829,51912829,1,3,1,TESS
1325.2982930234894,2458325.2982930234,25848.650390625,19.551231384277344,22388.63671875,16.811716079711914,0,70445,0.9993591706649753,TIC 51912829,51912829,1,3,1,TESS
1325.2996819316654,2458325.2996819317,25904.47265625,19.576618194580078,22452.3125,16.833545684814453,0,70446,1.0015173681815417,TIC 51912829,51912829,1,3,1,TESS
1325.3010708400734,2458325.30107084,25918.13671875,19.580875396728516,22461.197265625,16.83720588684082,0,70447,1.0020456474518926,TIC 51912829,51912829,1,3,1,TESS
1325.3024597484828,2458325.3024597485,25909.07421875,19.579744338989258,22451.966796875,16.836233139038086,0,70448,1.0016952735504592,TIC 51912829,51912829,1,3,1,TESS
1325.3038486568917,2458325.303848657,25886.376953125,19.57349967956543,22432.873046875,16.83086395263672,0,70449,1.0008177530529252,TIC 51912829,51912829,1,3,1,TESS
1325.3052375652996,2458325.305237565,25867.443359375,19.56690216064453,22419.763671875,16.8251895904541,0,70450,1.0000857434407495,TIC 51912829,51912829,1,3,1,TESS
1325.306626473709,2458325.3066264736,25907.2578125,19.580053329467773,22451.599609375,16.836498260498047,0,70451,1.001625047746939,TIC 51912829,51912829,1,3,1,TESS
1325.308015381885,2458325.308015382,25885.36328125,19.57711410522461,22436.908203125,16.833972930908203,0,70452,1.000778562523864,TIC 51912829,51912829,1,3,1,TESS
1325.3094042902935,2458325.3094042903,25886.318359375,19.57456398010254,22433.197265625,16.83177947998047,0,70453,1.0008154877044246,TIC 51912829,51912829,1,3,1,TESS
1325.3107931987029,2458325.3107931986,25883.302734375,19.574350357055664,22432.94921875,16.831594467163086,0,70454,1.000698897768258,TIC 51912829,51912829,1,3,1,TESS
1325.312182107111,2458325.312182107,25870.0546875,19.577716827392578,22420.9140625,16.834489822387695,0,70455,1.0001867024722617,TIC 51912829,51912829,1,3,1,TESS
1325.3135710155198,2458325.3135710154,25838.212890625,19.567291259765625,22396.73828125,16.82552719116211,0,70456,0.9989556365853934,TIC 51912829,51912829,1,3,1,TESS
1325.3149599236963,2458325.3149599237,25905.671875,19.58690071105957,22451.939453125,16.84238624572754,0,70457,1.0015637323141884,TIC 51912829,51912829,1,3,1,TESS
1325.3163488321052,2458325.316348832,25870.857421875,19.579587936401367,22422.33203125,16.836097717285156,0,70458,1.0002177377467205,TIC 51912829,51912829,1,3,1,TESS
1325.3177377405136,2458325.3177377405,25872.919921875,19.57791519165039,22421.875,16.83466148376465,0,70459,1.0002974780139433,TIC 51912829,51912829,1,3,1,TESS
1325.3191266489225,2458325.319126649,25879.99609375,19.584409713745117,22431.69140625,16.84024429321289,0,70460,1.0005710566012047,TIC 51912829,51912829,1,3,1,TESS
1325.3205155573319,2458325.320515557,25878.751953125,19.586164474487305,22429.830078125,16.841754913330078,0,70461,1.0005229557013744,TIC 51912829,51912829,1,3,1,TESS
1325.3219044657408,2458325.3219044656,25902.78515625,19.591690063476562,22450.89453125,16.84650421142578,0,70462,1.0014521261447231,TIC 51912829,51912829,1,3,1,TESS
