TIME,BJD_TDB,PDCSAP_FLUX,PDCSAP_FLUX_ERR,SAP_FLUX,SAP_FLUX_ERR,QUALITY,CADENCENO,rel_flux,OBJECT,TICID,SECTOR,CAMERA,CCD,MISSION
1382.0362241195683,2458382.0362241194,,,271831.09375,55.81832504272461,0,111297,,TIC 279741379,279741379,3,3,3,TESS
1382.0376130031104,2458382.037613003,,,271932.90625,55.826324462890625,0,111298,,TIC 279741379,279741379,3,3,3,TESS
1382.0390018865369,2458382.0390018867,,,271827.78125,55.816165924072266,0,111299,,TIC 279741379,279741379,3,3,3,TESS
1382.0403907700797,2458382.04039077,,,272002.9375,55.83115768432617,0,111300,,TIC 279741379,279741379,3,3,3,TESS
1382.0417796536221,2458382.0417796536,,,271886.5625,55.817527770996094,0,111301,,TIC 279741379,279741379,3,3,3,TESS
1382.0431685370486,2458382.043168537,,,271854.40625,55.81092071533203,0,111302,,TIC 279741379,279741379,3,3,3,TESS
1382.0445574205914,2458382.0445574205,,,271895.8125,55.813419342041016,0,111303,,TIC 279741379,279741379,3,3,3,TESS
1382.0459463041338,2458382.045946304,,,271778.78125,55.801998138427734,0,111304,,TIC 279741379,279741379,3,3,3,TESS
1382.0473351876767,2458382.047335188,,,271999.28125,55.82271194458008,0,111305,,TIC 279741379,279741379,3,3,3,TESS
1382.0487240711032,2458382.048724071,,,271822.46875,55.806739807128906,0,111306,,TIC 279741379,279741379,3,3,3,TESS
1382.050112954646,2458382.050112955,,,271939.59375,55.80979537963867,0,111307,,TIC 279741379,279741379,3,3,3,TESS
1382.051501838189,2458382.051501838,,,271861.96875,55.804161071777344,0,111308,,TIC 279741379,279741379,3,3,3,TESS
1382.0528907217308,2458382.0528907217,,,271907.125,55.80885314941406,0,111309,,TIC 279741379,279741379,3,3,3,TESS
1382.0542796052728,2458382.0542796054,,,271989.1875,55.81211853027344,0,111310,,TIC 279741379,279741379,3,3,3,TESS
1382.0556684888156,2458382.0556684886,,,271849.875,55.800010681152344,0,111311,,TIC 279741379,279741379,3,3,3,TESS
1382.057057372358,2458382.0570573723,,,271930.59375,55.80735778808594,0,111312,,TIC 279741379,279741379,3,3,3,TESS
1382.058446255901,2458382.058446256,,,272101.625,55.82035827636719,0,111313,,TIC 279741379,279741379,3,3,3,TESS
1382.0598351394437,2458382.0598351397,,,271912.21875,55.798622131347656,0,111314,,TIC 279741379,279741379,3,3,3,TESS
1382.0612240231033,2458382.061224023,,,271861.3125,55.7937126159668,0,111315,,TIC 279741379,279741379,3,3,3,TESS
1382.0626129066463,2458382.0626129066,,,271826.125,55.78770446777344,0,111316,,TIC 279741379,279741379,3,3,3,TESS
1382.0640017901883,2458382.0640017902,,,271960.90625,55.80287170410156,0,111317,,TIC 279741379,279741379,3,3,3,TESS
1382.0653906737311,2458382.065390674,,,271912.1875,55.79649353027344,0,111318,,TIC 279741379,279741379,3,3,3,TESS
1382.0667795572742,2458382.066779557,,,271876.15625,55.790367126464844,0,111319,,TIC 279741379,279741379,3,3,3,TESS
1382.0681684409328,2458382.068168441,,,271863.875,55.78886413574219,0,111320,,TIC 279741379,279741379,3,3,3,TESS
1382.0695573244752,2458382.0695573245,,,272006.71875,55.804527282714844,0,111321,,TIC 279741379,279741379,3,3,3,TESS
1382.0709462080174,2458382.070946208,,,271876.34375,55.786922454833984,0,111322,,TIC 279741379,279741379,3,3,3,TESS
1382.072335091677,2458382.072335092,,,271872.71875,55.78822708129883,0,111323,,TIC 279741379,279741379,3,3,3,TESS
1382.0737239752198,2458382.073723975,,,271910.59375,55.788795471191406,0,111324,,TIC 279741379,279741379,3,3,3,TESS
1382.0751128588781,2458382.075112859,,,271811.40625,55.77983856201172,0,111325,,TIC 279741379,279741379,3,3,3,TESS
1382.0765017424212,2458382.0765017425,,,271844.03125,55.779293060302734,0,111326,,TIC 279741379,279741379,3,3,3,TESS
1382.0778906260807,2458382.077890626,,,271994.78125,55.79655075073242,0,111327,,TIC 279741379,279741379,3,3,3,TESS
1382.0792795096227,2458382.07927951,,,271842.03125,55.77940368652344,0,111328,,TIC 279741379,279741379,3,3,3,TESS
1382.0806683932822,2458382.080668393,,,271760.09375,55.77044677734375,0,111329,,TIC 279741379,279741379,3,3,3,TESS
1382.0820572768253,2458382.0820572767,,,272128.125,55.80512237548828,0,111330,,TIC 279741379,279741379,3,3,3,TESS
1382.0834461604845,2458382.0834461604,,,271836.03125,55.776878356933594,0,111331,,TIC 279741379,279741379,3,3,3,TESS
1382.0848350441438,2458382.084835044,,,271984.28125,55.78938674926758,0,111332,,TIC 279741379,279741379,3,3,3,TESS
1382.0862239276853,2458382.086223928,,,271894.5,55.780914306640625,0,111333,,TIC 279741379,279741379,3,3,3,TESS
1382.0876128113441,2458382.0876128115,,,272003.09375,55.791038513183594,0,111334,,TIC 279741379,279741379,3,3,3,TESS
1382.0890016950034,2458382.089001695,,,271930.6875,55.784664154052734,0,111335,,TIC 279741379,279741379,3,3,3,TESS
1382.0903905786618,2458382.090390579,,,272104.09375,55.79596710205078,0,111336,,TIC 279741379,279741379,3,3,3,TESS
1382.0917794623213,2458382.0917794625,,,271799.53125,55.76770782470703,0,111337,,TIC 279741379,279741379,3,3,3,TESS
1382.0931683459808,2458382.093168346,,,271953.03125,55.78192901611328,0,111338,,TIC 279741379,279741379,3,3,3,TESS
1382.0945572295236,2458382.0945572294,,,271993.65625,55.78572082519531,0,111339,,TIC 279741379,279741379,3,3,3,TESS
1382.095946113183,2458382.095946113,,,271774.625,55.76688766479492,0,111340,,TIC 279741379,279741379,3,3,3,TESS
