TIME,BJD_TDB,PDCSAP_FLUX,PDCSAP_FLUX_ERR,SAP_FLUX,SAP_FLUX_ERR,QUALITY,CADENCENO,rel_flux,OBJECT,TICID,SECTOR,CAMERA,CCD,MISSION
1354.1017513304462,2458354.1017513303,,,16818.994140625,15.137163162231445,168,91186,,TIC 382626661,382626661,2,4,3,TESS
1354.1031402009505,2458354.103140201,,,18339.26171875,15.640298843383789,32,91187,,TIC 382626661,382626661,2,4,3,TESS
1354.1045290713953,2458354.1045290716,,,18736.814453125,15.770292282104492,32,91188,,TIC 382626661,382626661,2,4,3,TESS
1354.105917941841,2458354.105917942,,,18878.94921875,15.820823669433594,32,91189,,TIC 382626661,382626661,2,4,3,TESS
1354.1073068123453,2458354.1073068124,,,18917.826171875,15.82967472076416,32,91190,,TIC 382626661,382626661,2,4,3,TESS
1354.1086956828497,2458354.108695683,21403.025390625,18.071748733520508,18921.302734375,15.83433723449707,0,91191,1.000140460590263,TIC 382626661,382626661,2,4,3,TESS
1354.110084553354,2458354.1100845532,21423.150390625,18.07952117919922,18950.1328125,15.841148376464844,0,91192,1.001080880292713,TIC 382626661,382626661,2,4,3,TESS
1354.1114734238572,2458354.111473424,,,18823.091796875,15.798657417297363,128,91193,,TIC 382626661,382626661,2,4,3,TESS
1354.1128622943609,2458354.1128622945,21414.2890625,18.059486389160156,18890.158203125,15.823594093322754,0,91194,1.0006667999171293,TIC 382626661,382626661,2,4,3,TESS
1354.1142511648652,2458354.1142511647,21423.25390625,18.0865535736084,18971.884765625,15.847309112548828,0,91195,1.0010857174670365,TIC 382626661,382626661,2,4,3,TESS
1354.1156400354273,2458354.1156400354,21414.99609375,18.082359313964844,18956.75,15.843634605407715,0,91196,1.0006998387304333,TIC 382626661,382626661,2,4,3,TESS
1354.1170289059892,2458354.117028906,21365.880859375,18.068164825439453,18912.076171875,15.831196784973145,0,91197,0.9984047364150697,TIC 382626661,382626661,2,4,3,TESS
1354.118417776551,2458354.1184177767,21380.166015625,18.06870460510254,18919.384765625,15.831670761108398,0,91198,0.9990722664717194,TIC 382626661,382626661,2,4,3,TESS
1354.1198066471136,2458354.1198066473,21419.18359375,18.086275100708008,18953.564453125,15.847065925598145,0,91199,1.000895516121937,TIC 382626661,382626661,2,4,3,TESS
1354.1211955176764,2458354.1211955175,21397.05859375,18.074623107910156,18934.779296875,15.8368558883667,0,91200,0.9998616385608585,TIC 382626661,382626661,2,4,3,TESS
1354.1225843882382,2458354.122584388,21414.275390625,18.081388473510742,18952.4375,15.842782974243164,0,91201,1.0006661610450487,TIC 382626661,382626661,2,4,3,TESS
1354.1239732588585,2458354.123973259,21387.12890625,18.07465171813965,18925.970703125,15.83687973022461,0,91202,0.9993976348955581,TIC 382626661,382626661,2,4,3,TESS
1354.1253621294202,2458354.1253621294,21393.984375,18.0648250579834,18923.16796875,15.82827091217041,0,91203,0.9997179836101932,TIC 382626661,382626661,2,4,3,TESS
1354.1267510000405,2458354.126751,21404.232421875,18.079030990600586,18945.673828125,15.840718269348145,0,91204,1.0001968638682244,TIC 382626661,382626661,2,4,3,TESS
1354.1281398706612,2458354.1281398707,21385.59375,18.065187454223633,18920.435546875,15.828587532043457,0,91205,0.9993258986876655,TIC 382626661,382626661,2,4,3,TESS
1354.1295287412815,2458354.1295287414,21410.669921875,18.07947540283203,18947.724609375,15.841107368469238,0,91206,1.0004976813506852,TIC 382626661,382626661,2,4,3,TESS
1354.1309176119014,2458354.130917612,21390.826171875,18.069223403930664,18928.109375,15.832123756408691,0,91207,0.9995704041596049,TIC 382626661,382626661,2,4,3,TESS
1354.1323064825806,2458354.1323064826,21449.876953125,18.088577270507812,18982.046875,15.849082946777344,0,91208,1.002329783942589,TIC 382626661,382626661,2,4,3,TESS
1354.1336953532007,2458354.1336953533,21409.15625,18.074722290039062,18942.318359375,15.836942672729492,0,91209,1.0004269490846331,TIC 382626661,382626661,2,4,3,TESS
1354.1350842238796,2458354.135084224,21407.140625,18.0757999420166,18940.359375,15.837886810302734,0,91210,1.000332761086484,TIC 382626661,382626661,2,4,3,TESS
1354.1364730945581,2458354.1364730946,21401.0703125,18.075193405151367,18935.75390625,15.837356567382812,0,91211,1.000049101882756,TIC 382626661,382626661,2,4,3,TESS
1354.1378619652357,2458354.137861965,21388.62109375,18.064138412475586,18908.056640625,15.827668190002441,0,91212,0.9994673632197693,TIC 382626661,382626661,2,4,3,TESS
1354.1392508359147,2458354.139250836,21422.828125,18.088092803955078,18965.677734375,15.84865665435791,0,91213,1.0010658211651018,TIC 382626661,382626661,2,4,3,TESS
1354.1406397066519,2458354.1406397065,21404.31640625,18.077030181884766,18937.994140625,15.838966369628906,0,91214,1.0002007883681474,TIC 382626661,382626661,2,4,3,TESS
1354.1420285773304,2458354.142028577,21434.009765625,18.08391761779785,18960.275390625,15.845000267028809,0,91215,1.0015883272594852,TIC 382626661,382626661,2,4,3,TESS
1354.1434174480669,2458354.1434174483,21403.384765625,18.07814598083496,18943.900390625,15.83994197845459,0,91216,1.0001572537992354,TIC 382626661,382626661,2,4,3,TESS
1354.1448063187452,2458354.144806319,21378.982421875,18.069297790527344,18915.095703125,15.83219051361084,0,91217,0.9990169584030388,TIC 382626661,382626661,2,4,3,TESS
1354.1461951894823,2458354.1461951896,21413.658203125,18.081207275390625,18943.83984375,15.842625617980957,0,91218,1.0006373205339876,TIC 382626661,382626661,2,4,3,TESS
1354.1475840602197,2458354.14758406,21395.080078125,18.07257843017578,18933.048828125,15.835063934326172,0,91219,0.9997691846440707,TIC 382626661,382626661,2,4,3,TESS
1354.148972931014,2458354.148972931,21392.111328125,18.07029151916504,18928.87109375,15.833060264587402,0,91220,0.9996304581351689,TIC 382626661,382626661,2,4,3,TESS
1354.1503618017503,2458354.150361802,21410.7265625,18.081748962402344,18945.501953125,15.843100547790527,0,91221,1.000500328106447,TIC 382626661,382626661,2,4,3,TESS
1354.1517506725456,2458354.1517506726,21398.0234375,18.074953079223633,18935.626953125,15.837145805358887,0,91222,0.9999067246762515,TIC 382626661,382626661,2,4,3,TESS
1354.153139543283,2458354.1531395433,21415.44921875,18.085201263427734,18951.330078125,15.846123695373535,0,91223,1.000721012776529,TIC 382626661,382626661,2,4,3,TESS
1354.1545284140777,2458354.154528414,21417.06640625,18.080371856689453,18954.19140625,15.841893196105957,0,91224,1.0007965822169043,TIC 382626661,382626661,2,4,3,TESS
1354.1559172848717,2458354.155917285,21425.58203125,18.084871292114258,18959.4453125,15.845836639404297,0,91225,1.0011945082555962,TIC 382626661,382626661,2,4,3,TESS
1354.1573061556671,2458354.1573061557,21400.5703125,18.070405960083008,18931.7578125,15.833160400390625,0,91226,1.000025737418099,TIC 382626661,382626661,2,4,3,TESS
1354.158695026521,2458354.1586950263,21410.802734375,18.07834815979004,18947.546875,15.840119361877441,0,91227,1.0005038875366097,TIC 382626661,382626661,2,4,3,TESS
1354.1600838973156,2458354.1600838974,21385.484375,18.066930770874023,18923.125,15.83011531829834,0,91228,0.9993207877110217,TIC 382626661,382626661,2,4,3,TESS
1354.1614727681688,2458354.161472768,21403.81640625,18.072738647460938,18942.384765625,15.835204124450684,0,91229,1.0001774239034902,TIC 382626661,382626661,2,4,3,TESS
1354.1628616389632,2458354.162861639,21403.900390625,18.075281143188477,18936.91015625,15.837430953979492,0,91230,1.000181348403413,TIC 382626661,382626661,2,4,3,TESS
1354.164250509817,2458354.16425051,21426.30078125,18.083166122436523,18961.65625,15.844340324401855,0,91231,1.001228094673541,TIC 382626661,382626661,2,4,3,TESS
1354.1656393806709,2458354.1656393805,21365.150390625,18.060678482055664,18902.974609375,15.824638366699219,0,91232,0.9983706023924847,TIC 382626661,382626661,2,4,3,TESS
