TIME,BJD_TDB,PDCSAP_FLUX,PDCSAP_FLUX_ERR,SAP_FLUX,SAP_FLUX_ERR,QUALITY,CADENCENO,rel_flux,OBJECT,TICID,SECTOR,CAMERA,CCD,MISSION
1354.1037203059848,2458354.103720306,,,6910.95849609375,10.102063179016113,168,91186,,TIC 25155310,25155310,2,4,2,TESS
1354.1051091948827,2458354.1051091948,,,7564.34912109375,10.45809555053711,32,91187,,TIC 25155310,25155310,2,4,2,TESS
1354.106498083663,2458354.1064980836,,,7722.46337890625,10.54715347290039,32,91188,,TIC 25155310,25155310,2,4,2,TESS
1354.1078869725604,2458354.1078869724,,,7784.552734375,10.582395553588867,32,91189,,TIC 25155310,25155310,2,4,2,TESS
1354.1092758614584,2458354.1092758616,,,7807.26611328125,10.595975875854492,32,91190,,TIC 25155310,25155310,2,4,2,TESS
1354.1106647503564,2458354.1106647504,8978.4638671875,12.37218189239502,7837.087890625,10.61276626586914,0,91191,0.9997659877302322,TIC 25155310,25155310,2,4,2,TESS
1354.1120536392543,2458354.1120536393,8973.287109375,12.375045776367188,7842.57568359375,10.61522388458252,0,91192,0.999189547654935,TIC 25155310,25155310,2,4,2,TESS
1354.1134425281512,2458354.113442528,,,7831.05419921875,10.612138748168945,128,91193,,TIC 25155310,25155310,2,4,2,TESS
1354.1148314170484,2458354.114831417,8979.9873046875,12.359490394592285,7813.1357421875,10.601880073547363,0,91194,0.9999356248774617,TIC 25155310,25155310,2,4,2,TESS
1354.1162203059464,2458354.116220306,8955.49609375,12.38474178314209,7847.2177734375,10.623539924621582,0,91195,0.9972084902522255,TIC 25155310,25155310,2,4,2,TESS
1354.117609194844,2458354.117609195,8965.140625,12.376823425292969,7848.52783203125,10.616747856140137,0,91196,0.9982824238843013,TIC 25155310,25155310,2,4,2,TESS
1354.1189980837412,2458354.1189980838,8961.84375,12.373019218444824,7842.55224609375,10.613485336303711,0,91197,0.997915311699015,TIC 25155310,25155310,2,4,2,TESS
1354.1203869726385,2458354.1203869726,8964.357421875,12.376188278198242,7837.30322265625,10.616202354431152,0,91198,0.9981952129919437,TIC 25155310,25155310,2,4,2,TESS
1354.1217758616528,2458354.121775862,8969.828125,12.376418113708496,7846.83935546875,10.616399765014648,0,91199,0.9988043843373152,TIC 25155310,25155310,2,4,2,TESS
1354.123164750551,2458354.1231647506,8978.861328125,12.380510330200195,7852.11181640625,10.61991024017334,0,91200,0.9998102456269773,TIC 25155310,25155310,2,4,2,TESS
1354.1245536394483,2458354.1245536394,8980.146484375,12.381956100463867,7856.896484375,10.621150970458984,0,91201,0.9999533497845119,TIC 25155310,25155310,2,4,2,TESS
1354.1259425283458,2458354.1259425282,8973.4345703125,12.379352569580078,7849.150390625,10.618916511535645,0,91202,0.9992059676608527,TIC 25155310,25155310,2,4,2,TESS
1354.1273314173593,2458354.1273314175,8968.44140625,12.36629581451416,7835.22705078125,10.607717514038086,0,91203,0.998649971036632,TIC 25155310,25155310,2,4,2,TESS
1354.1287203062568,2458354.1287203063,8960.2470703125,12.376441955566406,7839.05908203125,10.61642074584961,0,91204,0.9977375189197072,TIC 25155310,25155310,2,4,2,TESS
1354.1301091951548,2458354.130109195,8972.5751953125,12.375582695007324,7845.6484375,10.615683555603027,0,91205,0.9991102749111335,TIC 25155310,25155310,2,4,2,TESS
1354.1314980841687,2458354.131498084,8972.2119140625,12.384552955627441,7849.73779296875,10.62337875366211,0,91206,0.999069822976025,TIC 25155310,25155310,2,4,2,TESS
1354.1328869730658,2458354.132886973,8968.619140625,12.373466491699219,7841.86376953125,10.613868713378906,0,91207,0.9986697620371421,TIC 25155310,25155310,2,4,2,TESS
