TIME,BJD_TDB,PDCSAP_FLUX,PDCSAP_FLUX_ERR,SAP_FLUX,SAP_FLUX_ERR,QUALITY,CADENCENO,rel_flux,OBJECT,TICID,SECTOR,CAMERA,CCD,MISSION
1325.2952597688304,2458325.2952597686,,,7976.11865234375,10.396467208862305,8,70444,,TIC 25155310,25155310,1,4,1,TESS
1325.2966486684504,2458325.2966486686,9233.58203125,12.31404972076416,8025.5673828125,10.421467781066895,0,70445,0.9985208351143279,TIC 25155310,25155310,1,4,1,TESS
1325.2980375681282,2458325.298037568,9244.3564453125,12.328287124633789,8049.3603515625,10.433516502380371,0,70446,0.9996859817379398,TIC 25155310,25155310,1,4,1,TESS
1325.2994264677468,2458325.2994264676,9261.5400390625,12.339831352233887,8063.486328125,10.443286895751953,0,70447,1.0015442179374392,TIC 25155310,25155310,1,4,1,TESS
1325.3008153673668,2458325.300815367,9228.7841796875,12.322871208190918,8035.232421875,10.428933143615723,0,70448,0.9980019947842449,TIC 25155310,25155310,1,4,1,TESS
1325.3022042670445,2458325.302204267,9241.7978515625,12.332718849182129,8050.2724609375,10.43726634979248,0,70449,0.9994092950567232,TIC 25155310,25155310,1,4,1,TESS
1325.3035931667214,2458325.3035931666,9232.8134765625,12.33033561706543,8041.73095703125,10.435251235961914,0,70450,0.9984377235043593,TIC 25155310,25155310,1,4,1,TESS
1325.3049820663414,2458325.304982066,9232.6689453125,12.329928398132324,8039.6279296875,10.434906005859375,0,70451,0.9984220938750387,TIC 25155310,25155310,1,4,1,TESS
1325.3063709660191,2458325.306370966,9237.2578125,12.333000183105469,8044.77587890625,10.437504768371582,0,70452,0.9989183346059689,TIC 25155310,25155310,1,4,1,TESS
1325.3077598656964,2458325.3077598657,9224.5751953125,12.332983016967773,8037.07275390625,10.437490463256836,0,70453,0.9975468346330831,TIC 25155310,25155310,1,4,1,TESS
1325.3091487653746,2458325.309148765,9240.8515625,12.337656021118164,8050.2177734375,10.441446304321289,0,70454,0.9993069632269144,TIC 25155310,25155310,1,4,1,TESS
1325.3105376650517,2458325.310537665,9246.830078125,12.341153144836426,8055.51171875,10.444405555725098,0,70455,0.9999534807316504,TIC 25155310,25155310,1,4,1,TESS
1325.3119265647292,2458325.3119265647,9261.33203125,12.347235679626465,8062.92919921875,10.449553489685059,0,70456,1.0015217239438898,TIC 25155310,25155310,1,4,1,TESS
1325.3133154644074,2458325.313315464,9259.353515625,12.349915504455566,8065.84326171875,10.451821327209473,0,70457,1.0013077669911628,TIC 25155310,25155310,1,4,1,TESS
1325.3147043640852,2458325.314704364,9228.232421875,12.33539867401123,8040.6708984375,10.439535140991211,0,70458,0.9979423276182573,TIC 25155310,25155310,1,4,1,TESS
1325.3160932638207,2458325.3160932637,9241.3017578125,12.341941833496094,8050.115234375,10.445073127746582,0,70459,0.999355647410136,TIC 25155310,25155310,1,4,1,TESS
1325.3174821634984,2458325.3174821637,9242.1064453125,12.349637985229492,8051.95703125,10.45158576965332,0,70460,0.9994426664274347,TIC 25155310,25155310,1,4,1,TESS
1325.3188710632348,2458325.318871063,9249.77734375,12.355226516723633,8057.431640625,10.456315994262695,0,70461,1.0002721984430671,TIC 25155310,25155310,1,4,1,TESS
1325.3202599629126,2458325.3202599627,9242.029296875,12.349432945251465,8050.3544921875,10.451412200927734,0,70462,0.9994343235847568,TIC 25155310,25155310,1,4,1,TESS
1325.3216488626476,2458325.3216488627,9213.0869140625,12.337013244628906,8028.65185546875,10.440901756286621,0,70463,0.9963044903132996,TIC 25155310,25155310,1,4,1,TESS
1325.323037762384,2458325.323037762,9238.080078125,12.349273681640625,8044.84912109375,10.451277732849121,0,70464,0.9990072545241309,TIC 25155310,25155310,1,4,1,TESS
1325.3244266620618,2458325.324426662,9229.4130859375,12.345597267150879,8040.62353515625,10.448165893554688,0,70465,0.9980700047929103,TIC 25155310,25155310,1,4,1,TESS
1325.3258155617968,2458325.3258155617,9243.091796875,12.35444450378418,8050.697265625,10.45565414428711,0,70466,0.9995492224813842,TIC 25155310,25155310,1,4,1,TESS
1325.3272044615333,2458325.3272044617,9259.1943359375,12.36701488494873,8066.36279296875,10.466292381286621,0,70467,1.0012905532777894,TIC 25155310,25155310,1,4,1,TESS
